region,zone,woreda,adm3_pcode,hf_name,hf_id,otp_admitted_t1,otp_admitted_t2,otp_active_t1,otp_active_t2,lmri_t1_days,lmri_t2_days,lmri_t1_critical (0/1),lmri_t2_critical (0/1),lmri_delta (t2_days - t1_days),reporting_months_t1,reporting_months_t2,data_reliability_score_t2 (reporting_months_t2 / 6),low_data_flag (1 si DRS < 0.5),rutf_supply_modality_t1,rutf_supply_modality_t2
Tigray,North Western,Asgede,ET010105,Mayberbere health post,ET010105|mayberbere health post|01,8,3,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,North Western,Asgede,ET010105,Limat,ET010105|limat|01,47,14,1,1,0.0,30.0,0.0,0.0,30.0,,,,,0.0,0.0
Tigray,North Western,Asgede,ET010105,M/Hanse,ET010105|m/hanse|01,23,18,1,1,30.0,30.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,North Western,Asgede,ET010105,Amehameday,ET010105|amehameday|01,50,61,1,1,0.0,20.0,0.0,0.0,20.0,,,,,0.0,0.0
Tigray,North Western,Asgede,ET010105,Rahwa,ET010105|rahwa|01,16,10,1,1,60.0,60.0,1.0,1.0,0.0,,,,,0.0,0.0
Tigray,North Western,Tahtay Koraro,ET010104,Selam,ET010104|selam|01,9,13,1,1,0.0,60.0,0.0,1.0,60.0,,,,,1.0,1.0
Tigray,North Western,Tahtay Koraro,ET010104,Haftom,ET010104|haftom|01,41,9,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,North Western,Laelay Koraro,ET010104,Adinigsti health post,ET010104|adinigsti health post|01,26,6,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,West Hararghe,Mieso,ET040901,Hameti Deyima,ET040901|hameti deyima|01,12,17,1,1,20.0,60.0,0.0,1.0,40.0,,,,,0.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Buraysa Tuka,ET040901|buraysa tuka|01,16,21,1,1,10.0,50.0,0.0,1.0,40.0,,,,,0.0,1.0
Tigray,North Western,Adidaero,ET010111,Hibret,ET010111|hibret|01,11,13,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Huse Adami,ET040901|huse adami|01,9,12,1,1,10.0,50.0,0.0,1.0,40.0,,,,,0.0,1.0
Tigray,North Western,Laelay Koraro,ET010104,Meshil,ET010104|meshil|01,20,15,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,North Western,Laelay Koraro,ET010104,Adibearej,ET010104|adibearej|01,9,12,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,North Western,Tsimbla,ET010113,Alogen,ET010113|alogen|01,ND,ND,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,North Western,Laelay Koraro,ET010104,Nefasit,ET010104|nefasit|01,30,30,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,North Western,Laelay Koraro,ET010104,Kuluferha,ET010104|kuluferha|01,9,8,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,North Western,Laelay Koraro,ET010104,Kuluferha Health center,ET010104|kuluferha health center|01,10,9,1,1,30.0,0.0,0.0,0.0,-30.0,,,,,0.0,0.0
Tigray,North Western,Tsimbla,ET010113,Zengorako,ET010113|zengorako|01,32,22,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,North Western,Adidaero,ET010111,A/ngsti,ET010111|a/ngsti|01,5,5,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Eastern,Atsibi,ET010307,Haresaw,ET010307|haresaw|01,35,15,1,1,30.0,0.0,0.0,0.0,-30.0,,,,,1.0,1.0
Tigray,Eastern,Atsibi,ET010307,Felegeweyni,ET010307|felegeweyni|01,17,13,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Eastern,Atsibi,ET010307,Habes,ET010307|habes|01,28,10,1,1,15.0,0.0,0.0,0.0,-15.0,,,,,1.0,1.0
Tigray,Eastern,Atsibi,ET010307,Golgolanele,ET010307|golgolanele|01,27,21,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Eastern,Tsirae Wemberta,ET010315,Mikael Emba,ET010315|mikael emba|01,22,8,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Eastern,Tsirae Wemberta,ET010315,Hayki meshal,ET010315|hayki meshal|01,44,27,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Eastern,Tsirae Wemberta,ET010315,Mesanu,ET010315|mesanu|01,22,26,1,1,60.0,120.0,1.0,1.0,60.0,,,,,1.0,1.0
Tigray,Eastern,Atsibi,ET010307,Dibab Akorein,ET010307|dibab akorein|01,17,17,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Eastern,Tsirae Wemberta,ET010315,Kelisha,ET010315|kelisha|01,40,28,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Eastern,Tsirae Wemberta,ET010315,Hayelom,ET010315|hayelom|01,17,14,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Eastern,Tsirae Wemberta,ET010315,Barka,ET010315|barka|01,13,14,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Eastern,Atsibi,ET010307,Gebrekidan,ET010307|gebrekidan|01,17,16,1,1,30.0,30.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Eastern,Atsibi,ET010307,Hadnet,ET010307|hadnet|01,27,20,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Eastern,Atsibi,ET010307,Haresaw,ET010307|haresaw|02,34,15,1,1,0.0,15.0,0.0,0.0,15.0,,,,,1.0,1.0
Tigray,Eastern,Atsibi,ET010307,Rubafeleg,ET010307|rubafeleg|01,18,13,1,1,0.0,30.0,0.0,0.0,30.0,,,,,1.0,1.0
Tigray,Eastern,Atsibi,ET010307,Zarema,ET010307|zarema|01,24,15,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Eastern,Atsibi,ET010307,Kalamin,ET010307|kalamin|01,42,21,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Eastern,Atsibi,ET010307,Dera HC,ET010307|dera hc|01,14,8,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Eastern,Atsibi,ET010307,Adimesanu,ET010307|adimesanu|01,27,20,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Eastern,Atsibi,ET010307,Habes,ET010307|habes|02,23,10,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Amhara,North Wollo,Raya Kobo,ET030302,Gobiye health center,ET030302|gobiye health center|01,54,51,1,1,25.0,15.0,0.0,0.0,-10.0,,,,,0.0,0.0
Amhara,North Wollo,Raya Kobo,ET030302,Robit,ET030302|robit|01,70,216,1,1,99.0,99.0,1.0,1.0,0.0,,,,,0.0,0.0
Amhara,North Wollo,Gubalafto,ET030307,Hara,ET030307|hara|01,49,28,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Amhara,North Wollo,Gubalafto,ET030307,Jarsa,ET030307|jarsa|01,ND,ND,1,1,99.0,99.0,1.0,1.0,0.0,,,,,0.0,0.0
Afar,Zone 2,Abaala,ET020203,Abala primary Hospital,ET020203|abala primary hospital|01,84,56,1,1,7.0,7.0,0.0,0.0,0.0,,,,,0.0,0.0
Afar,Zone 2,Abaala,ET020203,Gelaeso Health center,ET020203|gelaeso health center|01,27,43,1,1,45.0,45.0,1.0,1.0,0.0,,,,,0.0,0.0
Afar,Zone 2,Abaala,ET020203,Abala Health center,ET020203|abala health center|01,64,77,1,1,50.0,60.0,1.0,1.0,10.0,,,,,0.0,0.0
Afar,Zone 2,Abaala,ET020203,Gorara Health post,ET020203|gorara health post|01,6,12,1,1,60.0,60.0,1.0,1.0,0.0,,,,,0.0,0.0
Afar,Zone 2,Berihale,ET020205,Ada hc,ET020205|ada hc|01,38,42,1,1,120.0,23.0,1.0,0.0,-97.0,,,,,1.0,1.0
Afar,Zone 2,Abaala,ET020203,Meraile Health post,ET020203|meraile health post|01,22,12,1,1,60.0,60.0,1.0,1.0,0.0,,,,,0.0,0.0
Afar,Zone 2,Abaala,ET020203,Simbilale health center,ET020203|simbilale health center|01,38,45,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Afar,Zone 2,Dalol,ET020206,Gerset Health post,ET020206|gerset health post|01,18,24,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Afar,Zone 2,Dalol,ET020206,Elphen Health post,ET020206|elphen health post|01,51,65,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Afar,Zone 2,Dalol,ET020206,Beheta Health post,ET020206|beheta health post|01,11,15,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Afar,Zone 2,Dalol,ET020206,Leasgedi Health post,ET020206|leasgedi health post|01,30,27,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Afar,Zone 2,Dalol,ET020206,Ayshit Health post,ET020206|ayshit health post|01,17,18,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Afar,Zone 2,Dalol,ET020206,Adquwa Health center,ET020206|adquwa health center|01,67,85,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Afar,Zone 2,Dalol,ET020206,Sabiba Health post,ET020206|sabiba health post|01,15,22,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Afar,Zone 2,Abaala,ET020203,Haridan health center,ET020203|haridan health center|01,46,20,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Afar,Zone 2,Abaala,ET020203,Mudad Health post,ET020203|mudad health post|01,15,17,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Metekel,Dangur,ET060201,Manbuk Health Center,ET060201|manbuk health center|01,0,0,0,0,,,,,,,,,,,
Benishangul Gumuz,Metekel,Dibatie,ET060205,Angtok Health Post,ET060205|angtok health post|01,4,7,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0
Benishangul Gumuz,Metekel,Dibatie,ET060205,Yamp Health Post,ET060205|yamp health post|01,6,7,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Metekel,Dibatie,ET060205,Debati Health Center,ET060205|debati health center|01,15,7,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Metekel,Dangur,ET060201,Azarti health post,ET060201|azarti health post|01,21,14,1,1,0.0,7.0,0.0,0.0,7.0,,,,,0.0,0.0
Benishangul Gumuz,Metekel,Dangur,ET060201,Ayapapo,ET060201|ayapapo|01,42,36,1,1,0.0,7.0,0.0,0.0,7.0,,,,,0.0,0.0
Benishangul Gumuz,Metekel,Dangur,ET060201,Manbuk Kebele 02 Health Post,ET060201|manbuk kebele 02 health post|01,24,30,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Metekel,Dangur,ET060201,Beles Kuter 2 Health Post,ET060201|beles kuter 2 health post|01,14,9,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Central,Embaseneyti,ET010219,Nebelet,ET010219|nebelet|01,22,15,1,1,5.0,5.0,0.0,0.0,0.0,,,,,1.0,1.0
Oromia,East Wollega,Guto Gida,ET040213,Loko,ET040213|loko|01,19,4,1,1,14.0,7.0,0.0,0.0,-7.0,,,,,0.0,1.0
Oromia,East Wollega,Sasiga,ET040211,Tsige HC,ET040211|tsige hc|01,9,14,1,1,0.0,29.0,0.0,0.0,29.0,,,,,1.0,1.0
Oromia,East Wollega,Sasiga,ET040211,Tokkuma,ET040211|tokkuma|01,7,11,1,1,0.0,37.0,0.0,1.0,37.0,,,,,0.0,0.0
Tigray,Central,Ahsea,ET010215,Atsgeba,ET010215|atsgeba|01,14,9,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Ahsea,ET010215,Abnet,ET010215|abnet|01,5,7,1,1,0.0,16.0,0.0,0.0,16.0,,,,,0.0,0.0
Tigray,Central,Ahsea,ET010215,Aregawi,ET010215|aregawi|01,5,8,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Bale,Lega Hidha,ET042102,Hidha Hunda Health Post,ET042102|hidha hunda health post|01,13,15,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Central,Rama,ET010214,Hadush Adi Health Post,ET010214|hadush adi health post|01,13,18,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Rama,ET010214,Mayweyni Health  post,ET010214|mayweyni health post|01,5,18,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Rama,ET010214,Halelo Health Center,ET010214|halelo health center|01,41,38,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0
Tigray,Central,Rama,ET010214,Mihquan Health post,ET010214|mihquan health post|01,36,19,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0
Tigray,Central,Rama,ET010214,Birshiwa primary Hospital,ET010214|birshiwa primary hospital|01,33,6,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0
Oromia,East Bale,Lega Hidha,ET042102,Beltu Health Center,ET042102|beltu health center|01,13,16,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Central,Rama,ET010214,Medhin Health post,ET010214|medhin health post|01,17,8,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Rama,ET010214,Abak Health post,ET010214|abak health post|01,16,25,1,1,21.0,0.0,0.0,0.0,-21.0,,,,,0.0,1.0
Tigray,Central,Axum Town,ET010213,Axum Health center,ET010213|axum health center|01,65,57,1,1,0.0,69.0,0.0,1.0,69.0,,,,,0.0,0.0
Tigray,Central,Axum Town,ET010213,Millenium,ET010213|millenium|01,45,29,1,1,21.0,75.0,0.0,1.0,54.0,,,,,0.0,0.0
Tigray,Central,Rama,ET010214,Dafa,ET010214|dafa|01,14,4,1,1,5.0,6.0,0.0,0.0,1.0,,,,,1.0,0.0
Tigray,Central,Rama,ET010214,Simret,ET010214|simret|01,18,4,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0
Tigray,Central,Ahsea,ET010215,Haftom,ET010215|haftom|01,8,9,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Ahsea,ET010215,Adi Fitaw,ET010215|adi fitaw|01,20,13,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Ahsea,ET010215,Haftemaryam Health Post,ET010215|haftemaryam health post|01,17,26,1,1,0.0,7.0,0.0,0.0,7.0,,,,,0.0,0.0
Tigray,Central,Ahsea,ET010215,Ahsea health center,ET010215|ahsea health center|01,6,1,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Ahsea,ET010215,Suhul health post,ET010215|suhul health post|01,8,7,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Ahsea,ET010215,Merih senay health post,ET010215|merih senay health post|01,6,1,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Ahsea,ET010215,Debreharmaz,ET010215|debreharmaz|01,25,10,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,Bale,Gura Dhamole,ET041115,Yadi,ET041115|yadi|01,19,14,1,1,0.0,60.0,0.0,1.0,60.0,,,,,0.0,0.0
Tigray,Central,Hahayle,ET010217,Adizata Health post,ET010217|adizata health post|01,19,28,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Wollega,Guto Gida,ET040213,Lugo,ET040213|lugo|01,12,49,1,1,0.0,30.0,0.0,0.0,30.0,,,,,0.0,1.0
Tigray,Central,Hahayle,ET010217,Feresmay Health center,ET010217|feresmay health center|01,21,19,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Bale,Lega Hidha,ET042102,Yabalo,ET042102|yabalo|01,35,28,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Oromia,East Bale,Lega Hidha,ET042102,Goni,ET042102|goni|01,21,7,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Central,Hahayle,ET010217,Mykuhli Health post,ET010217|mykuhli health post|01,6,15,1,1,7.0,21.0,0.0,0.0,14.0,,,,,0.0,0.0
Oromia,Bale,Barbare,ET041114,Hambala,ET041114|hambala|01,0,0,0,0,,,,,,,,,,,
Tigray,Central,Embaseneyti,ET010219,Tseftsef,ET010219|tseftsef|01,0,6,0,1,,0.0,,0.0,,,,,,0.0,0.0
Tigray,Central,Hahayle,ET010217,Adiykoro Health Post,ET010217|adiykoro health post|01,4,11,1,1,0.0,30.0,0.0,0.0,30.0,,,,,0.0,0.0
Tigray,Central,Embaseneyti,ET010219,Mereto health post,ET010219|mereto health post|01,0,9,0,1,,0.0,,0.0,,,,,,0.0,0.0
Tigray,Central,Embaseneyti,ET010219,Seguh,ET010219|seguh|01,7,10,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Embaseneyti,ET010219,Adi-ergeyto HP,ET010219|adi-ergeyto hp|01,4,7,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Embaseneyti,ET010219,Adi-hedem Health Center,ET010219|adi-hedem health center|01,11,11,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Embaseneyti,ET010219,Azmera Health Post,ET010219|azmera health post|01,5,11,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,Bale,Gura Dhamole,ET041115,Rayitu Anole HC,ET041115|rayitu anole hc|01,0,0,0,0,,,,,,,,,,,
Tigray,Central,Embaseneyti,ET010219,Nebelet,ET010219|nebelet|02,16,7,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Embaseneyti,ET010219,Mesema,ET010219|mesema|01,18,11,1,1,0.0,53.0,0.0,1.0,53.0,,,,,0.0,0.0
Tigray,Central,Embaseneyti,ET010219,May-nebri,ET010219|may-nebri|01,5,7,1,1,10.0,8.0,0.0,0.0,-2.0,,,,,0.0,0.0
Oromia,East Wollega,Guto Gida,ET040213,Uke Health center,ET040213|uke health center|01,29,14,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0
Oromia,East Bale,Lega Hidha,ET042102,Bare,ET042102|bare|01,9,8,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Oromia,East Bale,Lega Hidha,ET042102,Wadesa,ET042102|wadesa|01,59,10,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Central,Hahayle,ET010217,Lalayhahayle,ET010217|lalayhahayle|01,3,8,1,1,0.0,6.0,0.0,0.0,6.0,,,,,0.0,0.0
Somali,Shebele,Kelafo,ET050605,Hilo-bacad Health,ET050605|hilo-bacad health|01,103,71,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Somali,Shebele,Kelafo,ET050605,Kalafo Health,ET050605|kalafo health|01,38,69,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Somali,Shebele,Kelafo,ET050605,Adis-ketema,ET050605|adis-ketema|01,79,49,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Central,Hahayle,ET010217,Kolageble health post,ET010217|kolageble health post|01,8,5,1,1,0.0,21.0,0.0,0.0,21.0,,,,,0.0,0.0
Tigray,Central,Embaseneyti,ET010219,Mytuem healrh post,ET010219|mytuem healrh post|01,5,10,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,Bale,Gura Dhamole,ET041115,Shabo health center,ET041115|shabo health center|01,0,0,0,0,,,,,,,,,,,
Tigray,Central,Hahayle,ET010217,Hadushadi Health Post,ET010217|hadushadi health post|01,12,7,1,1,0.0,30.0,0.0,0.0,30.0,,,,,0.0,0.0
Oromia,Bale,Barbare,ET041114,Hambala,ET041114|hambala|02,149,107,1,1,0.0,21.0,0.0,0.0,21.0,,,,,0.0,0.0
Tigray,Central,Hahayle,ET010217,Daroanbesa,ET010217|daroanbesa|01,7,33,1,1,0.0,34.0,0.0,1.0,34.0,,,,,0.0,0.0
Tigray,Central,Hahayle,ET010217,Tahtaydareka Health Post,ET010217|tahtaydareka health post|01,7,10,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Hahayle,ET010217,Endalashin Health Post,ET010217|endalashin health post|01,4,26,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Hahayle,ET010217,Edagahamus Health Post,ET010217|edagahamus health post|01,14,12,1,1,0.0,20.0,0.0,0.0,20.0,,,,,0.0,0.0
Oromia,Bale,Gura Dhamole,ET041115,Jibri health center,ET041115|jibri health center|01,0,0,0,0,,,,,,,,,,,
Oromia,Bale,Goro,ET041116,Goro  Health center,ET041116|goro health center|01,35,23,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Lailay Maichew,ET010205,Hawesta Health post,ET010205|hawesta health post|01,11,11,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0
Tigray,Central,Adet,ET010207,Adreb Health Post,ET010207|adreb health post|01,ND,12,1,1,180.0,0.0,1.0,0.0,-180.0,,,,,0.0,0.0
Tigray,Central,Naeder,ET010209,Adi Serawat,ET010209|adi serawat|01,25,27,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Lailay Maichew,ET010205,Meriena Health post,ET010205|meriena health post|01,15,19,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Central,Lailay Maichew,ET010205,Debrebrhan Health center,ET010205|debrebrhan health center|01,13,7,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0
Oromia,East Bale,Lega Hidha,ET042102,Bahima,ET042102|bahima|01,16,29,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Central,Lailay Maichew,ET010205,Dura Health Post,ET010205|dura health post|01,16,16,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0
Tigray,Central,Naeder,ET010209,Mahberedego health center,ET010209|mahberedego health center|01,29,9,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Naeder,ET010209,Mahbereselam health post,ET010209|mahbereselam health post|01,13,12,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Naeder,ET010209,Awleo health post,ET010209|awleo health post|01,12,4,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Lailay Maichew,ET010205,Aditsehafi Health  Post,ET010205|aditsehafi health post|01,4,5,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Lailay Maichew,ET010205,Wolel Health Post,ET010205|wolel health post|01,12,11,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Lailay Maichew,ET010205,Wolel Health Center,ET010205|wolel health center|01,7,9,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Lailay Maichew,ET010205,Medego Health post,ET010205|medego health post|01,24,24,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0
Oromia,Bale,Barbare,ET041114,Cheketa,ET041114|cheketa|01,0,0,0,0,,,,,,,,,,,
Somali,Shebele,Kelafo,ET050605,Burgabo Health,ET050605|burgabo health|01,13,16,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Oromia,Bale,Goro,ET041116,Meleyu Health center,ET041116|meleyu health center|01,5,5,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Somali,Shebele,Kelafo,ET050605,Cashatag Health,ET050605|cashatag health|01,16,4,1,1,0.0,30.0,0.0,0.0,30.0,,,,,1.0,1.0
Somali,Shebele,Kelafo,ET050605,Lukdhere Health,ET050605|lukdhere health|01,53,16,1,1,0.0,30.0,0.0,0.0,30.0,,,,,1.0,1.0
Tigray,Central,Lailay Maichew,ET010205,Edagarabi Health Post,ET010205|edagarabi health post|01,28,14,1,1,8.0,0.0,0.0,0.0,-8.0,,,,,0.0,0.0
Tigray,Central,Lailay Maichew,ET010205,Hastebo Health Post,ET010205|hastebo health post|01,27,24,1,1,28.0,30.0,0.0,0.0,2.0,,,,,0.0,0.0
Tigray,Central,Lailay Maichew,ET010205,Lesalso Health Post,ET010205|lesalso health post|01,ND,6,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Naeder,ET010209,Metakilo,ET010209|metakilo|01,12,26,1,1,60.0,0.0,1.0,0.0,-60.0,,,,,0.0,0.0
Tigray,Central,Naeder,ET010209,Abeba Yohans,ET010209|abeba yohans|01,9,5,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Naeder,ET010209,Daero hafash,ET010209|daero hafash|01,18,38,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Lailay Maichew,ET010205,Debrekal Health Center,ET010205|debrekal health center|01,43,13,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Central,Lailay Maichew,ET010205,Natka blae Health Post,ET010205|natka blae health post|01,3,3,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Central,Naeder,ET010209,Teregey Health Post,ET010209|teregey health post|01,8,2,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Naeder,ET010209,Teregey,ET010209|teregey|01,10,2,1,1,12.0,7.0,0.0,0.0,-5.0,,,,,0.0,0.0
Tigray,Central,Naeder,ET010209,Dagina,ET010209|dagina|01,24,25,1,1,6.0,0.0,0.0,0.0,-6.0,,,,,0.0,0.0
Tigray,Central,Naeder,ET010209,Elela Health Post,ET010209|elela health post|01,12,23,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Naeder,ET010209,Adilakien Healrh post,ET010209|adilakien healrh post|01,15,27,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,Bale,Harana Buluk,ET041111,Hawo,ET041111|hawo|01,58,31,1,1,42.0,30.0,1.0,0.0,-12.0,,,,,0.0,0.0
Oromia,Bale,Harana Buluk,ET041111,Adeyi,ET041111|adeyi|01,37,21,1,1,40.0,30.0,1.0,0.0,-10.0,,,,,0.0,0.0
Oromia,Bale,Harana Buluk,ET041111,Shawe,ET041111|shawe|01,32,20,1,1,30.0,15.0,0.0,0.0,-15.0,,,,,0.0,0.0
Oromia,Bale,Harana Buluk,ET041111,Mekana,ET041111|mekana|01,59,91,1,1,60.0,45.0,1.0,1.0,-15.0,,,,,0.0,0.0
Oromia,Bale,Harana Buluk,ET041111,Gerbi Galo,ET041111|gerbi galo|01,15,26,1,1,20.0,15.0,0.0,0.0,-5.0,,,,,0.0,0.0
Oromia,Bale,Harana Buluk,ET041111,Sodu Tatesa,ET041111|sodu tatesa|01,28,7,1,1,30.0,40.0,0.0,1.0,10.0,,,,,0.0,0.0
