region,zone,woreda,adm3_pcode,hf_name,hf_id,otp_admitted_t1,otp_admitted_t2,otp_active_t1,otp_active_t2,lmri_t1_days,lmri_t2_days,lmri_t1_critical (0/1),lmri_t2_critical (0/1),lmri_delta (t2_days - t1_days),reporting_months_t1,reporting_months_t2,data_reliability_score_t2 (reporting_months_t2 / 6),low_data_flag (1 si DRS < 0.5),rutf_supply_modality_t1,rutf_supply_modality_t2
Oromia,Kellem Wollega,Dembi Dollo,ET041806,Dembi Dollo,ET041806|dembi dollo|01,184,149,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Oromia,Kellem Wollega,Dembi Dollo,ET041806,Biftu,ET041806|biftu|01,0,0,0,0,,,,,,,,,,1.0,1.0
Oromia,Kellem Wollega,Dembi Dollo,ET041806,Dollo,ET041806|dollo|01,0,0,0,0,,,,,,,,,,1.0,1.0
Oromia,Kellem Wollega,Dembi Dollo,ET041806,Denbi Dollo Hospital,ET041806|denbi dollo hospital|01,0,0,0,0,,,,,,,,,,,
Oromia,Kellem Wollega,Sayo,ET041805,Ano HC,ET041805|ano hc|01,57,56,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Mander 43 Health post,ET060305|mander 43 health post|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Womba health post,ET060305|womba health post|01,4,0,1,0,0.0,,0.0,,,,,,,0.0,0.0
Oromia,West Wollega,Gimbi,ET040103,Chuta Gochi,ET040103|chuta gochi|01,9,31,1,1,120.0,21.0,1.0,0.0,-99.0,,,,,0.0,0.0
Oromia,West Wollega,Gimbi,ET040103,Inango Danbal,ET040103|inango danbal|01,10,11,1,1,60.0,33.0,1.0,1.0,-27.0,,,,,0.0,0.0
Oromia,West Wollega,Mena Sibu,ET040101,Mendi Health center,ET040101|mendi health center|01,23,16,1,1,30.0,45.0,0.0,1.0,15.0,,,,,1.0,0.0
Oromia,West Wollega,Mena Sibu,ET040101,Gombo Qiltu jale HP,ET040101|gombo qiltu jale hp|01,0,1,0,1,,100.0,,1.0,,,,,,0.0,0.0
Oromia,West Wollega,Mena Sibu,ET040101,Lafto salga Hp,ET040101|lafto salga hp|01,0,0,0,0,,,,,,,,,,0.0,0.0
Oromia,West Wollega,Mena Sibu,ET040101,Riga sachi Hp,ET040101|riga sachi hp|01,0,0,0,0,,,,,,,,,,0.0,0.0
Oromia,West Wollega,Lataa sibuu,ET040197,Wara Jiru HC,ET040197|wara jiru hc|01,76,34,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Mander 40 health post,ET060305|mander 40 health post|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Mander 42 health post,ET060305|mander 42 health post|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Mander 51 health post,ET060305|mander 51 health post|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Mander 52 health post,ET060305|mander 52 health post|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Afa febnare,ET060305|afa febnare|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Afa buldaro,ET060305|afa buldaro|01,0,0,0,0,,,,,,,,,,0.0,0.0
Oromia,West Wollega,Mena Sibu,ET040101,Harawe Health center,ET040101|harawe health center|01,19,19,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,West Wollega,Mena Sibu,ET040101,A/Danbi HP (tbe stracture not found) the only no HP,ET040101|a/danbi hp (tbe stracture not found) the only no hp|01,0,0,0,0,,,,,,,,,,0.0,0.0
Oromia,West Wollega,Mena Sibu,ET040101,Harawe danbi HP (the name only distracted during the confilict),ET040101|harawe danbi hp (the name only distracted during the confilict)|01,0,0,0,0,,,,,,,,,,0.0,0.0
Oromia,West Wollega,Mena Sibu,ET040101,Buke tobara HP,ET040101|buke tobara hp|01,0,0,0,0,,,,,,,,,,0.0,0.0
Oromia,West Wollega,Mena Sibu,ET040101,Buke sachi HP (No stractural HP is found ),ET040101|buke sachi hp (no stractural hp is found )|01,0,0,0,0,,,,,,,,,,0.0,0.0
Oromia,West Wollega,Mena Sibu,ET040101,Babo tobara HP,ET040101|babo tobara hp|01,0,0,0,0,,,,,,,,,,0.0,0.0
Oromia,West Wollega,Mena Sibu,ET040101,Qela Dabus HP (the stracture of the HP was damaged during the confilict .),ET040101|qela dabus hp (the stracture of the hp was damaged during the confilict .)|01,3,0,1,0,150.0,,1.0,,,,,,,0.0,0.0
Oromia,West Wollega,Mena Sibu,ET040101,Bengowa HP,ET040101|bengowa hp|01,14,0,1,0,30.0,,0.0,,,,,,,0.0,0.0
Oromia,West Wollega,Mena Sibu,ET040101,Kersa walga HP,ET040101|kersa walga hp|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Selama,ET060305|selama|01,3,8,1,1,0.0,30.0,0.0,0.0,30.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Shobora,ET060305|shobora|01,5,1,1,1,0.0,30.0,0.0,0.0,30.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Shingla,ET060305|shingla|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Jematsa Health center,ET060305|jematsa health center|01,5,3,1,1,0.0,60.0,0.0,1.0,60.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Keshimando 2,ET060305|keshimando 2|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Mander47 HP,ET060305|mander47 hp|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Mander 48 HP,ET060305|mander 48 hp|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Mander 49 HP,ET060305|mander 49 hp|01,0,0,0,0,,,,,,,,,,0.0,0.0
Oromia,West Wollega,Gimbi,ET040103,Tole health post,ET040103|tole health post|01,20,8,1,1,30.0,60.0,0.0,1.0,30.0,,,,,0.0,0.0
Oromia,West Wollega,Gimbi,ET040103,Bikiltu Tokuma,ET040103|bikiltu tokuma|01,12,22,1,1,90.0,120.0,1.0,1.0,30.0,,,,,0.0,0.0
Oromia,West Wollega,Gimbi,ET040103,Jogir Health center,ET040103|jogir health center|01,13,13,1,1,10.0,21.0,0.0,0.0,11.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Mukfude,0|mukfude|01,10,3,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Onidel,0|onidel|01,2,5,1,1,0.0,7.0,0.0,0.0,7.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Dabus atibako,0|dabus atibako|01,6,4,1,1,0.0,5.0,0.0,0.0,5.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Mugofude,0|mugofude|01,3,8,1,1,0.0,7.0,0.0,0.0,7.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Amba 3,0|amba 3|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Amba 4,0|amba 4|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Hoha 15,0|hoha 15|01,ND,0,1,0,0.0,,0.0,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Mutsa showara,ET060305|mutsa showara|01,1,2,1,1,0.0,20.0,0.0,0.0,20.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Mutsa sirna,ET060305|mutsa sirna|01,4,9,1,1,0.0,30.0,0.0,0.0,30.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Eshen Almetema,ET060305|eshen almetema|01,4,2,1,1,0.0,30.0,0.0,0.0,30.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Eshen Alkeshafi (wolega),ET060305|eshen alkeshafi (wolega)|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Mender 55,ET060305|mender 55|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Mender 50,ET060305|mender 50|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Belmili,0|belmili|01,0,2,0,1,,10.0,,0.0,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Selga 20,0|selga 20|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Menage selga,0|menage selga|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Basha buda,0|basha buda|01,1,4,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Felderu,0|felderu|01,ND,2,1,1,180.0,0.0,1.0,0.0,-180.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Akuda,0|akuda|01,8,8,1,1,0.0,10.0,0.0,0.0,10.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Baro,0|baro|01,1,1,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Robeyu,0|robeyu|01,1,0,1,0,0.0,,0.0,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Ambu 2,0|ambu 2|01,2,1,1,1,0.0,7.0,0.0,0.0,7.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Oura HC,0|oura hc|01,6,3,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,Kellem Wollega,Sayo,ET041805,Mata,ET041805|mata|01,3,3,1,1,14.0,0.0,0.0,0.0,-14.0,,,,,1.0,1.0
Oromia,Kellem Wollega,Sayo,ET041805,Kure Geyib Health Center,ET041805|kure geyib health center|01,58,59,1,1,15.0,0.0,0.0,0.0,-15.0,,,,,1.0,1.0
Oromia,Kellem Wollega,Sayo,ET041805,Duli Hc,ET041805|duli hc|01,15,16,1,1,20.0,7.0,0.0,0.0,-13.0,,,,,1.0,1.0
Benishangul Gumuz,Assosa,Oura,0,Testes,0|testes|01,2,1,1,1,0.0,180.0,0.0,1.0,180.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Amba9,0|amba9|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Wudaba,0|wudaba|01,4,4,1,1,5.0,15.0,0.0,0.0,10.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Amba7,0|amba7|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Alubo,0|alubo|01,1,0,1,0,0.0,,0.0,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Agusha,0|agusha|01,3,5,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Kolla-tembien,ET010208,Newi,ET010208|newi|01,19,18,1,1,0.0,30.0,0.0,0.0,30.0,,,,,0.0,0.0
Tigray,Central,Kolla-tembien,ET010208,Dedere,ET010208|dedere|01,9,53,1,1,0.0,60.0,0.0,1.0,60.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Buldigilu,ET060306,Bulpili,ET060306|bulpili|01,5,9,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Buldigilu,ET060306,Belfudi,ET060306|belfudi|01,14,17,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Buldigilu,ET060306,Zumba-02,ET060306|zumba-02|01,8,7,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Abi Adi,ET010211,Abi Adi health center,ET010211|abi adi health center|01,88,100,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,West Wollega,Mena Sibu,ET040101,Alalitu  Gombi HP,ET040101|alalitu gombi hp|01,0,0,0,0,,,,,,,,,,,
Benishangul Gumuz,Assosa,Buldigilu,ET060306,Megale,ET060306|megale|01,15,23,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Tanqua Milash,ET010222,Agbe HC,ET010222|agbe hc|01,0,4,0,1,,0.0,,0.0,,,,,,0.0,0.0
Tigray,Central,Tanqua Milash,ET010222,Rubakeze HC,ET010222|rubakeze hc|01,0,1,0,1,,27.0,,0.0,,,,,,0.0,0.0
Tigray,Central,Tanqua Milash,ET010222,Limat HP,ET010222|limat hp|01,18,11,1,1,30.0,17.0,0.0,0.0,-13.0,,,,,0.0,0.0
Tigray,Central,Tanqua Milash,ET010222,Selam HP,ET010222|selam hp|01,39,25,1,1,29.0,20.0,0.0,0.0,-9.0,,,,,0.0,0.0
Tigray,Central,Tanqua Milash,ET010222,Adiweyane HP,ET010222|adiweyane hp|01,29,9,1,1,24.0,18.0,0.0,0.0,-6.0,,,,,0.0,0.0
Tigray,Central,Tanqua Milash,ET010222,Sheka tekli,ET010222|sheka tekli|01,33,26,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Tanqua Milash,ET010222,Simret HP,ET010222|simret hp|01,83,16,1,1,21.0,0.0,0.0,0.0,-21.0,,,,,0.0,0.0
Tigray,Central,Tanqua Milash,ET010222,Menachke HP,ET010222|menachke hp|01,11,8,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,West Wollega,Lataa sibuu,ET040197,Gori HC,ET040197|gori hc|01,50,34,1,1,9.0,90.0,0.0,1.0,81.0,,,,,0.0,0.0
Tigray,Central,Tanqua Milash,ET010222,Hadash tekli,ET010222|hadash tekli|01,5,14,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Bambasi health center,ET060305|bambasi health center|01,7,7,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Kolla-tembien,ET010208,Guya HC,ET010208|guya hc|01,27,74,1,1,0.0,60.0,0.0,1.0,60.0,,,,,0.0,0.0
Tigray,Central,Kolla-tembien,ET010208,Guroro HC,ET010208|guroro hc|01,24,9,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Kolla-tembien,ET010208,Arena HC,ET010208|arena hc|01,57,52,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Kolla-tembien,ET010208,Baga sheka,ET010208|baga sheka|01,19,25,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Kolla-tembien,ET010208,D/Netseb,ET010208|d/netseb|01,32,53,1,1,0.0,15.0,0.0,0.0,15.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Dabus,ET060305|dabus|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Mander 44 health post,ET060305|mander 44 health post|01,0,1,0,1,,150.0,,1.0,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Mander 45 health post,ET060305|mander 45 health post|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Buldigilu,ET060306,Beltsere HC,ET060306|beltsere hc|01,16,15,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Buldigilu,ET060306,Belanjaro HP,ET060306|belanjaro hp|01,4,4,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Buldigilu,ET060306,Zumba -o1 HP,ET060306|zumba -o1 hp|01,11,6,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Buldigilu,ET060306,Daharezab HC,ET060306|daharezab hc|01,15,17,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,West Wollega,Lataa sibuu,ET040197,Abba Eebba,ET040197|abba eebba|01,0,18,0,1,,0.0,,0.0,,,,,,0.0,0.0
Oromia,West Wollega,Lataa sibuu,ET040197,Amuma Gorgis,ET040197|amuma gorgis|01,4,5,1,1,90.0,0.0,1.0,0.0,-90.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Amba5,0|amba5|01,0,0,0,0,,,,,,,,,,0.0,0.0
Oromia,West Wollega,Lataa sibuu,ET040197,Sombo sadan Gitan,ET040197|sombo sadan gitan|01,ND,ND,1,1,90.0,120.0,1.0,1.0,30.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Amba6,0|amba6|01,ND,0,1,0,180.0,,1.0,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Amba1,0|amba1|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Amba11,0|amba11|01,0,0,0,0,,,,,,,,,,0.0,0.0
Oromia,West Wollega,Lataa sibuu,ET040197,Buke Gori,ET040197|buke gori|01,ND,ND,1,1,90.0,90.0,1.0,1.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Amba10,0|amba10|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Amba8,0|amba8|01,0,0,0,0,,,,,,,,,,0.0,0.0
Oromia,Kellem Wollega,Hawa Gelan,ET041801,Machara health center,ET041801|machara health center|01,223,216,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,Kellem Wollega,Hawa Gelan,ET041801,Gaba Robi Health center,ET041801|gaba robi health center|01,59,73,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,Kellem Wollega,Hawa Gelan,ET041801,Hawa Galan primary hospital,ET041801|hawa galan primary hospital|01,0,0,0,0,,,,,,,,,,,
Oromia,Kellem Wollega,Hawa Gelan,ET041801,Haro machara HP (new OTP site which started in July/2025),ET041801|haro machara hp (new otp site which started in july/2025)|01,0,0,0,0,,,,,,,,,,0.0,0.0
Oromia,Kellem Wollega,Hawa Gelan,ET041801,Gudina wacho HP (new OTP site which started in July 2025),ET041801|gudina wacho hp (new otp site which started in july 2025)|01,0,0,0,0,,,,,,,,,,0.0,0.0
Oromia,Kellem Wollega,Hawa Gelan,ET041801,Arere health center,ET041801|arere health center|01,57,52,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,Kellem Wollega,Hawa Gelan,ET041801,Site 21 health center (OTP and SC service reinitiated after More than 5 months of discontinuation),ET041801|site 21 health center (otp and sc service reinitiated after more than 5 months of discontinuation)|01,68,18,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Oura Daraselam,0|oura daraselam|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Gumba Alifashhir Hc,0|gumba alifashhir hc|01,4,7,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Aniya HC,ET041013|aniya hc|01,0,0,0,0,,,,,,,,,,,
Benishangul Gumuz,Assosa,Oura,0,Gumba telifadari,0|gumba telifadari|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Selga22 HC,0|selga22 hc|01,0,2,0,1,,0.0,,0.0,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Selga24,0|selga24|01,0,1,0,1,,0.0,,0.0,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Selga23,0|selga23|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Selga19,0|selga19|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Hoha18,0|hoha18|01,0,0,0,0,,,,,,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Genami HP,ET041013|genami hp|01,31,27,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Oromia,East Hararghe,Gurawa,ET041016,K/Kas,ET041016|k/kas|01,34,19,1,1,0.0,60.0,0.0,1.0,60.0,,,,,0.0,0.0
Oromia,East Hararghe,Gurawa,ET041016,Dursitu,ET041016|dursitu|01,23,28,1,1,0.0,60.0,0.0,1.0,60.0,,,,,0.0,0.0
Oromia,East Hararghe,Gurawa,ET041016,Tuta Jeneta,ET041016|tuta jeneta|01,7,13,1,1,30.0,60.0,0.0,1.0,30.0,,,,,0.0,0.0
Oromia,East Hararghe,Gurawa,ET041016,Areblija HP,ET041016|areblija hp|01,8,19,1,1,15.0,90.0,0.0,1.0,75.0,,,,,0.0,0.0
Tigray,Central,Tanqua Milash,ET010222,Mizan HP,ET010222|mizan hp|01,26,18,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Tanqua Milash,ET010222,Agbe HP,ET010222|agbe hp|01,6,9,1,1,60.0,0.0,1.0,0.0,-60.0,,,,,0.0,0.0
Oromia,East Hararghe,Gurawa,ET041016,Dogu Town Hp,ET041016|dogu town hp|01,7,11,1,1,60.0,45.0,1.0,1.0,-15.0,,,,,0.0,0.0
Oromia,East Hararghe,Gurawa,ET041016,Dogu Hc,ET041016|dogu hc|01,0,0,0,0,,,,,,,,,,,
Oromia,East Hararghe,Gurawa,ET041016,M/J/Belina Hp,ET041016|m/j/belina hp|01,15,4,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Gurawa,ET041016,Rasa Negeya Hp,ET041016|rasa negeya hp|01,32,18,1,1,0.0,60.0,0.0,1.0,60.0,,,,,0.0,0.0
Oromia,East Hararghe,Gurawa,ET041016,Tokuma Hire Hp,ET041016|tokuma hire hp|01,8,18,1,1,0.0,30.0,0.0,0.0,30.0,,,,,0.0,0.0
Oromia,East Hararghe,Gurawa,ET041016,Meda Jalela Hp,ET041016|meda jalela hp|01,5,48,1,1,30.0,60.0,0.0,1.0,30.0,,,,,0.0,0.0
Oromia,West Wollega,Gimbi,ET040103,Dalo sewa,ET040103|dalo sewa|01,0,0,0,0,,,,,,,,,,,
Oromia,West Wollega,Gimbi,ET040103,Dalo sewa,ET040103|dalo sewa|02,0,0,0,0,,,,,,,,,,0.0,0.0
Oromia,West Wollega,Gimbi,ET040103,Lalisa Yesus,ET040103|lalisa yesus|01,ND,3,1,1,60.0,10.0,1.0,0.0,-50.0,,,,,0.0,0.0
Oromia,West Wollega,Gimbi,ET040103,Cuta gorgis,ET040103|cuta gorgis|01,ND,ND,1,1,180.0,180.0,1.0,1.0,0.0,,,,,0.0,0.0
Oromia,West Wollega,Lataa sibuu,ET040197,Amuma Alaltu,ET040197|amuma alaltu|01,4,5,1,1,120.0,100.0,1.0,1.0,-20.0,,,,,0.0,0.0
Oromia,West Wollega,Lataa sibuu,ET040197,Mura wanki,ET040197|mura wanki|01,ND,ND,1,1,180.0,180.0,1.0,1.0,0.0,,,,,0.0,0.0
Oromia,West Wollega,Lataa sibuu,ET040197,Gida Bundi,ET040197|gida bundi|01,3,4,1,1,80.0,60.0,1.0,1.0,-20.0,,,,,0.0,0.0
Oromia,West Wollega,Lataa sibuu,ET040197,Ganka Gitan,ET040197|ganka gitan|01,6,5,1,1,40.0,90.0,1.0,1.0,50.0,,,,,0.0,0.0
Tigray,Central,Kolla-tembien,ET010208,Deber Tsahay,ET010208|deber tsahay|01,11,10,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,West Wollega,Lataa sibuu,ET040197,Waligalte warajiru,ET040197|waligalte warajiru|01,7,10,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,West Wollega,Lataa sibuu,ET040197,Gida Dale,ET040197|gida dale|01,5,4,1,1,50.0,65.0,1.0,1.0,15.0,,,,,0.0,0.0
Oromia,West Wollega,Lataa sibuu,ET040197,Gori 02,ET040197|gori 02|01,5,ND,1,1,0.0,120.0,0.0,1.0,120.0,,,,,0.0,0.0
Oromia,West Wollega,Lataa sibuu,ET040197,Lomicha dulo,ET040197|lomicha dulo|01,8,7,1,1,15.0,20.0,0.0,0.0,5.0,,,,,0.0,0.0
Oromia,West Wollega,Lataa sibuu,ET040197,Wara Jiru 01,ET040197|wara jiru 01|01,ND,ND,1,1,180.0,180.0,1.0,1.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Bedeno,ET041013|bedeno|01,49,29,1,1,30.0,0.0,0.0,0.0,-30.0,,,,,1.0,1.0
Oromia,East Hararghe,Bedeno,ET041013,Caffe Belina,ET041013|caffe belina|01,39,17,1,1,38.0,0.0,1.0,0.0,-38.0,,,,,1.0,1.0
Oromia,East Hararghe,Bedeno,ET041013,Dhertu,ET041013|dhertu|01,22,11,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Oromia,East Hararghe,Bedeno,ET041013,Hincini,ET041013|hincini|01,17,17,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Oromia,East Hararghe,Bedeno,ET041013,Hindessa,ET041013|hindessa|01,13,12,1,1,14.0,0.0,0.0,0.0,-14.0,,,,,1.0,1.0
Oromia,East Hararghe,Bedeno,ET041013,Lenca,ET041013|lenca|01,27,29,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Oromia,East Hararghe,Bedeno,ET041013,Bereket,ET041013|bereket|01,25,25,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Oromia,East Hararghe,Bedeno,ET041013,Tortora kela,ET041013|tortora kela|01,0,0,0,0,,,,,,,,,,,
Oromia,East Hararghe,Bedeno,ET041013,Ije buna,ET041013|ije buna|01,21,14,1,1,30.0,0.0,0.0,0.0,-30.0,,,,,1.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Oda Bishani,ET041013|oda bishani|01,22,38,1,1,30.0,0.0,0.0,0.0,-30.0,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Ilil Derartu,ET041013|ilil derartu|01,9,10,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Tortora kella,ET041013|tortora kella|01,66,61,1,1,60.0,0.0,1.0,0.0,-60.0,,,,,0.0,1.0
Oromia,East Hararghe,Gola Oda,ET041017,Jaben,ET041017|jaben|01,37,25,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Gola Oda,ET041017,Tuula,ET041017|tuula|01,36,37,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Gola Oda,ET041017,Tirtiro 03,ET041017|tirtiro 03|01,11,33,1,1,20.0,30.0,0.0,0.0,10.0,,,,,0.0,0.0
Oromia,East Hararghe,Gola Oda,ET041017,Tirtiro 02,ET041017|tirtiro 02|01,28,29,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
