adm3_pcode,Region,Zone,Woreda,NGO,activity_code,activity_raw,funding_status
ET050999,Somali,Liban,Bokolmayo,Partnership for Pastoralist Development Association,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030801,Amhara,Wag Hamra,Zequala,Plan International,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET020202,Afar,Kilbati /Zone2,Kunneba,Plan International,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET020103,Afar,Awsi /Zone 1,Asayita,Plan International,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET020504,Afar,Hari /Zone 5,Dalefage,Plan International,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030301,Amhara,North Wello,Bugna,World vision international,SC,SAM (SC) Stabilization Centre,Fully funded
ET030301,Amhara,North Wello,Bugna,World vision international,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030301,Amhara,North Wello,Bugna,World vision international,BSFP,BSFP _ Feeding,Fully funded
ET030101,Amhara,North Gondar,Addi Arekay,Plan International,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET020301,Afar,Gabi /Zone 3,Amibara,Premiere Urgence Internationale,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET020301,Afar,Gabi /Zone 3,Amibara,Premiere Urgence Internationale,SC,SAM (SC) Stabilization Centre,Fully funded
ET020304,Afar,Gabi /Zone 3,Dulecha,Premiere Urgence Internationale,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET020304,Afar,Gabi /Zone 3,Dulecha,Premiere Urgence Internationale,SC,SAM (SC) Stabilization Centre,Fully funded
ET010412,Tigray,Southern,Mekhoni town,Tigray Development Association,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010403,Tigray,Southern,Neqsege,Tigray Development Association,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030307,Amhara,North Wello,Guba Lafto,GOAL Ethiopia,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030307,Amhara,North Wello,Guba Lafto,GOAL Ethiopia,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030302,Amhara,North Wello,Raya Kobo,GOAL Ethiopia,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030302,Amhara,North Wello,Raya Kobo,GOAL Ethiopia,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010101,Tigray,North Western,Tahtay Adiyabo,International Medical Corps,MAM,MAM Moderate Acute Malnutrition,Partially funded
ET010101,Tigray,North Western,Tahtay Adiyabo,International Medical Corps,AM,PLW_ (AM) Acute Malnutrition,Partially funded
ET010101,Tigray,North Western,Tahtay Adiyabo,International Medical Corps,OTP,SAM (OTP) Outpatient therapeutic programme,Partially funded
ET010101,Tigray,North Western,Tahtay Adiyabo,International Medical Corps,NUTRITION,Nutrition Supplement/medicine,Partially funded
ET030804,Amhara,Wag Hamra,Gaz Gibla,Positive Action for Development,COMMUNITY,Community led originated nutrition response,Fully funded
ET030805,Amhara,Wag Hamra,Abergele (AM),Positive Action for Development,COMMUNITY,Community led originated nutrition response,Fully funded
ET030804,Amhara,Wag Hamra,Gaz Gibla,Positive Action for Development,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030805,Amhara,Wag Hamra,Abergele (AM),Positive Action for Development,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030806,Amhara,Wag Hamra,Sahila,Plan International,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET030806,Amhara,Wag Hamra,Sahila,Plan International,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET030806,Amhara,Wag Hamra,Sahila,Plan International,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET030101,Amhara,North Gondar,Addi Arekay,Plan International,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET030101,Amhara,North Gondar,Addi Arekay,Plan International,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET030808,Amhara,Wag Hamra,Tsagbeji,Plan International,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET030808,Amhara,Wag Hamra,Tsagbeji,Plan International,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010305,Tigray,Eastern,Hawzen,Concern Worldwide,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010314,Tigray,Eastern,Tsaeda Emba,Concern Worldwide,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010317,Tigray,Eastern,Geraleta,Concern Worldwide,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010606,Tigray,South Eastern,Samre,Concern Worldwide,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010602,Tigray,South Eastern,Enderta,Concern Worldwide,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET010602,Tigray,South Eastern,Enderta,Concern Worldwide,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010603,Tigray,South Eastern,Hintalo,Concern Worldwide,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET010603,Tigray,South Eastern,Hintalo,Concern Worldwide,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET030802,Amhara,Wag Hamra,Sekota,Cooperative for Assistance and Relief Everywhere,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030803,Amhara,Wag Hamra,Dehana,Cooperative for Assistance and Relief Everywhere,SC,SAM (SC) Stabilization Centre,Fully funded
ET030804,Amhara,Wag Hamra,Gaz Gibla,Cooperative for Assistance and Relief Everywhere,SC,SAM (SC) Stabilization Centre,Fully funded
ET030804,Amhara,Wag Hamra,Gaz Gibla,Cooperative for Assistance and Relief Everywhere,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030805,Amhara,Wag Hamra,Abergele (AM),Cooperative for Assistance and Relief Everywhere,SC,SAM (SC) Stabilization Centre,Fully funded
ET030805,Amhara,Wag Hamra,Abergele (AM),Cooperative for Assistance and Relief Everywhere,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET020106,Afar,Awsi /Zone 1,Chifra,Action for Social Development and Environmental Protection Organization,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Partially funded
ET020303,Afar,Gabi /Zone 3,Gewane,Action for Social Development and Environmental Protection Organization,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Partially funded
ET020105,Afar,Awsi /Zone 1,Mile,Action for Social Development and Environmental Protection Organization,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Partially funded
ET041004,Oromia,East Hararge,Babile (OR),Action for Social Development and Environmental Protection Organization,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Partially funded
ET041015,Oromia,East Hararge,Chinaksen,Action for Social Development and Environmental Protection Organization,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Partially funded
ET041216,Oromia,Borena,Miyo,Action for Social Development and Environmental Protection Organization,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Partially funded
ET041207,Oromia,Borena,Yabelo,Action for Social Development and Environmental Protection Organization,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Partially funded
ET041211,Oromia,Borena,Dire,Islamic Relief,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Partially funded
ET041211,Oromia,Borena,Dire,Islamic Relief,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET020304,Afar,Gabi /Zone 3,Dulecha,Premiere Urgence Internationale,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET040906,Oromia,West Hararge,Anchar,Islamic Relief,CAPACITY,Capacity Building,Fully funded
ET040604,Oromia,North Shewa (OR),Kuyu,Action for the Needy in Ethiopia,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET060201,Benishangul-Gumuz,Metekel,Dangur,Mothers and Children Multisectoral Development Organization,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET060201,Benishangul-Gumuz,Metekel,Dangur,Mothers and Children Multisectoral Development Organization,SC,SAM (SC) Stabilization Centre,Fully funded
ET050806,Somali,Afder,Hargele,International Rescue Committee,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET050802,Somali,Afder,Charati,International Rescue Committee,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET150208,Dire Dawa,Dire Dawa rural,Biyoawale,International Organization for Migration,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET150208,Dire Dawa,Dire Dawa rural,Biyoawale,International Organization for Migration,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET150208,Dire Dawa,Dire Dawa rural,Biyoawale,International Organization for Migration,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET150208,Dire Dawa,Dire Dawa rural,Biyoawale,International Organization for Migration,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET060204,Benishangul-Gumuz,Metekel,Mandura,Fayyaa Integrated Development Organization,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET040901,Oromia,West Hararge,Mieso,Positive Action for Development,COMMUNITY,Community led originated nutrition response,Fully funded
ET040901,Oromia,West Hararge,Mieso,Positive Action for Development,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET040901,Oromia,West Hararge,Mieso,Positive Action for Development,CAPACITY,Capacity Building,Fully funded
ET050601,Somali,Shabelle,East Imi,Concern Worldwide,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET020301,Afar,Gabi /Zone 3,Amibara,Premiere Urgence Internationale,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET020301,Afar,Gabi /Zone 3,Amibara,Premiere Urgence Internationale,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET020304,Afar,Gabi /Zone 3,Dulecha,Premiere Urgence Internationale,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010210,Tigray,Central,Abergele (TG),Save Your Holy Land Association,COMMUNITY,Community led originated nutrition response,Fully funded
ET030804,Amhara,Wag Hamra,Gaz Gibla,Action for Social Development and Environmental Protection Organization,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET020104,Afar,Awsi /Zone 1,Afambo,Save the Children,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET010314,Tigray,Eastern,Tsaeda Emba,Concern Worldwide,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010305,Tigray,Eastern,Hawzen,Concern Worldwide,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010606,Tigray,South Eastern,Samre,Concern Worldwide,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010601,Tigray,South Eastern,Saharti,Concern Worldwide,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030801,Amhara,Wag Hamra,Zequala,Plan International,SC,SAM (SC) Stabilization Centre,Fully funded
ET020202,Afar,Kilbati /Zone2,Kunneba,Plan International,SC,SAM (SC) Stabilization Centre,Fully funded
ET020103,Afar,Awsi /Zone 1,Asayita,Plan International,SC,SAM (SC) Stabilization Centre,Fully funded
ET020504,Afar,Hari /Zone 5,Dalefage,Plan International,SC,SAM (SC) Stabilization Centre,Fully funded
ET020103,Afar,Awsi /Zone 1,Asayita,Plan International,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030801,Amhara,Wag Hamra,Zequala,Plan International,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET020202,Afar,Kilbati /Zone2,Kunneba,Plan International,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET020504,Afar,Hari /Zone 5,Dalefage,Plan International,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030801,Amhara,Wag Hamra,Zequala,Plan International,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET030801,Amhara,Wag Hamra,Zequala,Plan International,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET020202,Afar,Kilbati /Zone2,Kunneba,Plan International,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET020202,Afar,Kilbati /Zone2,Kunneba,Plan International,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET020504,Afar,Hari /Zone 5,Dalefage,Plan International,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET020504,Afar,Hari /Zone 5,Dalefage,Plan International,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET030802,Amhara,Wag Hamra,Sekota,Cooperative for Assistance and Relief Everywhere,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030803,Amhara,Wag Hamra,Dehana,Cooperative for Assistance and Relief Everywhere,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030805,Amhara,Wag Hamra,Abergele (AM),Cooperative for Assistance and Relief Everywhere,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET020106,Afar,Awsi /Zone 1,Chifra,Mothers and Children Multisectoral Development Organization,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET020106,Afar,Awsi /Zone 1,Chifra,Mothers and Children Multisectoral Development Organization,SC,SAM (SC) Stabilization Centre,Fully funded
ET020106,Afar,Awsi /Zone 1,Chifra,Mothers and Children Multisectoral Development Organization,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET020106,Afar,Awsi /Zone 1,Chifra,Mothers and Children Multisectoral Development Organization,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET020106,Afar,Awsi /Zone 1,Chifra,Mothers and Children Multisectoral Development Organization,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET041515,Oromia,West Guji,Dugda Dawa,Mothers and Children Multisectoral Development Organization,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET041515,Oromia,West Guji,Dugda Dawa,Mothers and Children Multisectoral Development Organization,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET041515,Oromia,West Guji,Dugda Dawa,Mothers and Children Multisectoral Development Organization,SC,SAM (SC) Stabilization Centre,Fully funded
ET041515,Oromia,West Guji,Dugda Dawa,Mothers and Children Multisectoral Development Organization,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET041515,Oromia,West Guji,Dugda Dawa,Mothers and Children Multisectoral Development Organization,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET041501,Oromia,West Guji,Bule Hora,Mothers and Children Multisectoral Development Organization,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET041501,Oromia,West Guji,Bule Hora,Mothers and Children Multisectoral Development Organization,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET041501,Oromia,West Guji,Bule Hora,Mothers and Children Multisectoral Development Organization,SC,SAM (SC) Stabilization Centre,Fully funded
ET041501,Oromia,West Guji,Bule Hora,Mothers and Children Multisectoral Development Organization,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET041501,Oromia,West Guji,Bule Hora,Mothers and Children Multisectoral Development Organization,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET041513,Oromia,West Guji,Abaya,Mothers and Children Multisectoral Development Organization,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET041513,Oromia,West Guji,Abaya,Mothers and Children Multisectoral Development Organization,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET041513,Oromia,West Guji,Abaya,Mothers and Children Multisectoral Development Organization,SC,SAM (SC) Stabilization Centre,Fully funded
ET041513,Oromia,West Guji,Abaya,Mothers and Children Multisectoral Development Organization,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET041513,Oromia,West Guji,Abaya,Mothers and Children Multisectoral Development Organization,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET050806,Somali,Afder,Hargele,Alliance for Medical Action,SC,SAM (SC) Stabilization Centre,Fully funded
ET050806,Somali,Afder,Hargele,Alliance for Medical Action,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET050804,Somali,Afder,Elkare /Serer,Alliance for Medical Action,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030307,Amhara,North Wello,Guba Lafto,Medecins Du Monde- France,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030307,Amhara,North Wello,Guba Lafto,Medecins Du Monde- France,SC,SAM (SC) Stabilization Centre,Fully funded
ET030302,Amhara,North Wello,Raya Kobo,Medecins Du Monde- France,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030302,Amhara,North Wello,Raya Kobo,Medecins Du Monde- France,SC,SAM (SC) Stabilization Centre,Fully funded
ET030310,Amhara,North Wello,Lasta,Plan International,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET020209,Afar,Kilbati /Zone2,Abaala town,Save Your Holy Land Association,COMMUNITY,Community led originated nutrition response,Fully funded
ET050204,Somali,Fafan,Shabeeley,Concern Worldwide,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010305,Tigray,Eastern,Hawzen,Concern Worldwide,SC,SAM (SC) Stabilization Centre,Fully funded
ET010314,Tigray,Eastern,Tsaeda Emba,Concern Worldwide,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010314,Tigray,Eastern,Tsaeda Emba,Concern Worldwide,SC,SAM (SC) Stabilization Centre,Fully funded
ET010606,Tigray,South Eastern,Samre,Concern Worldwide,SC,SAM (SC) Stabilization Centre,Fully funded
ET010606,Tigray,South Eastern,Samre,Concern Worldwide,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010601,Tigray,South Eastern,Saharti,Concern Worldwide,SC,SAM (SC) Stabilization Centre,Fully funded
ET010601,Tigray,South Eastern,Saharti,Concern Worldwide,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET060204,Benishangul-Gumuz,Metekel,Mandura,Fayyaa Integrated Development Organization,SC,SAM (SC) Stabilization Centre,Fully funded
ET030103,Amhara,North Gondar,Janamora,Cooperative for Assistance and Relief Everywhere,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET030103,Amhara,North Gondar,Janamora,Cooperative for Assistance and Relief Everywhere,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010213,Tigray,Central,Axum town,SOS Children's Villages,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010213,Tigray,Central,Axum town,SOS Children's Villages,CAPACITY,Capacity Building,Fully funded
ET010204,Tigray,Central,Adwa,Action for Social Development and Environmental Protection Organization,SC,SAM (SC) Stabilization Centre,Fully funded
ET010204,Tigray,Central,Adwa,Action for Social Development and Environmental Protection Organization,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010204,Tigray,Central,Adwa,Action for Social Development and Environmental Protection Organization,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010202,Tigray,Central,Aheferom,Action for Social Development and Environmental Protection Organization,SC,SAM (SC) Stabilization Centre,Fully funded
ET010202,Tigray,Central,Aheferom,Action for Social Development and Environmental Protection Organization,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010202,Tigray,Central,Aheferom,Action for Social Development and Environmental Protection Organization,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010201,Tigray,Central,Chila,Action for Social Development and Environmental Protection Organization,SC,SAM (SC) Stabilization Centre,Fully funded
ET010201,Tigray,Central,Chila,Action for Social Development and Environmental Protection Organization,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010201,Tigray,Central,Chila,Action for Social Development and Environmental Protection Organization,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030102,Amhara,North Gondar,Beyeda,Medical Teams International,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030102,Amhara,North Gondar,Beyeda,Medical Teams International,SC,SAM (SC) Stabilization Centre,Fully funded
ET030308,Amhara,North Wello,Habru,Action for Social Development and Environmental Protection Organization,SC,SAM (SC) Stabilization Centre,Fully funded
ET030308,Amhara,North Wello,Habru,Action for Social Development and Environmental Protection Organization,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030308,Amhara,North Wello,Habru,Action for Social Development and Environmental Protection Organization,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030102,Amhara,North Gondar,Beyeda,Medical Teams International,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET031213,Amhara,West Gondar,Metema,Medical Teams International,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET031213,Amhara,West Gondar,Metema,Medical Teams International,SC,SAM (SC) Stabilization Centre,Fully funded
ET030119,Amhara,North Gondar,Telemt,Medical Teams International,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET031213,Amhara,West Gondar,Metema,Medical Teams International,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030119,Amhara,North Gondar,Telemt,Medical Teams International,SC,SAM (SC) Stabilization Centre,Fully funded
ET030119,Amhara,North Gondar,Telemt,Medical Teams International,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET040203,Oromia,East Wellega,Gida Ayana,Action for Social Development and Environmental Protection Organization,SC,SAM (SC) Stabilization Centre,Partially funded
ET040203,Oromia,East Wellega,Gida Ayana,Action for Social Development and Environmental Protection Organization,OTP,SAM (OTP) Outpatient therapeutic programme,Partially funded
ET040203,Oromia,East Wellega,Gida Ayana,Action for Social Development and Environmental Protection Organization,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Partially funded
ET030808,Amhara,Wag Hamra,Tsagbeji,Cooperative for Assistance and Relief Everywhere,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET030808,Amhara,Wag Hamra,Tsagbeji,Cooperative for Assistance and Relief Everywhere,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET030804,Amhara,Wag Hamra,Gaz Gibla,Positive Action for Development,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030804,Amhara,Wag Hamra,Gaz Gibla,Positive Action for Development,SC,SAM (SC) Stabilization Centre,Fully funded
ET010311,Tigray,Eastern,Edaga Hamus town,Action for Social Development and Environmental Protection Organization,SC,SAM (SC) Stabilization Centre,Fully funded
ET010311,Tigray,Eastern,Edaga Hamus town,Action for Social Development and Environmental Protection Organization,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010311,Tigray,Eastern,Edaga Hamus town,Action for Social Development and Environmental Protection Organization,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010313,Tigray,Eastern,Freweyni town,Action for Social Development and Environmental Protection Organization,SC,SAM (SC) Stabilization Centre,Fully funded
ET010313,Tigray,Eastern,Freweyni town,Action for Social Development and Environmental Protection Organization,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010313,Tigray,Eastern,Freweyni town,Action for Social Development and Environmental Protection Organization,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010307,Tigray,Eastern,Atsbi,GOAL Ethiopia,SC,SAM (SC) Stabilization Centre,Fully funded
ET010219,Tigray,Central,Emba Sieneti,GOAL Ethiopia,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET010305,Tigray,Eastern,Hawzen,GOAL Ethiopia,CAPACITY,Capacity Building,Fully funded
ET010312,Tigray,Eastern,Hawzen town,GOAL Ethiopia,CAPACITY,Capacity Building,Fully funded
ET010220,Tigray,Central,Enticho town,GOAL Ethiopia,CAPACITY,Capacity Building,Fully funded
ET010310,Tigray,Eastern,Bizet,GOAL Ethiopia,CAPACITY,Capacity Building,Fully funded
ET010218,Tigray,Central,Endafelasi,GOAL Ethiopia,CAPACITY,Capacity Building,Fully funded
ET010216,Tigray,Central,Egela,GOAL Ethiopia,CAPACITY,Capacity Building,Fully funded
ET010309,Tigray,Eastern,Wukro town,GOAL Ethiopia,CAPACITY,Capacity Building,Fully funded
ET010607,Tigray,South Eastern,Adigudom,GOAL Ethiopia,CAPACITY,Capacity Building,Fully funded
ET010601,Tigray,South Eastern,Saharti,GOAL Ethiopia,CAPACITY,Capacity Building,Fully funded
ET010608,Tigray,South Eastern,Wajirat,GOAL Ethiopia,CAPACITY,Capacity Building,Fully funded
ET010404,Tigray,Southern,Emba Alaje,GOAL Ethiopia,CAPACITY,Capacity Building,Fully funded
ET010316,Tigray,Eastern,Agulae,GOAL Ethiopia,CAPACITY,Capacity Building,Fully funded
ET010307,Tigray,Eastern,Atsbi,GOAL Ethiopia,CAPACITY,Capacity Building,Fully funded
ET010315,Tigray,Eastern,Atsbi town,GOAL Ethiopia,CAPACITY,Capacity Building,Fully funded
ET041290,Oromia,Borena,Guchi,Action Against Hunger,SC,SAM (SC) Stabilization Centre,Fully funded
ET041290,Oromia,Borena,Guchi,Action Against Hunger,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET041290,Oromia,Borena,Guchi,Action Against Hunger,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030119,Amhara,North Gondar,Telemt,Medical Teams International,MAM,MAM Moderate Acute Malnutrition,Partially funded
ET030119,Amhara,North Gondar,Telemt,Medical Teams International,AM,PLW_ (AM) Acute Malnutrition,Partially funded
ET030102,Amhara,North Gondar,Beyeda,Medical Teams International,MAM,MAM Moderate Acute Malnutrition,Partially funded
ET030102,Amhara,North Gondar,Beyeda,Medical Teams International,AM,PLW_ (AM) Acute Malnutrition,Partially funded
ET040213,Oromia,East Wellega,Guto Gida,Action for the Needy in Ethiopia,CAPACITY,Capacity Building,Fully funded
ET040213,Oromia,East Wellega,Guto Gida,Action for the Needy in Ethiopia,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET050107,Somali,Siti,Miesso,Medical Teams International,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET050107,Somali,Siti,Miesso,Medical Teams International,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010606,Tigray,South Eastern,Samre,SOS Ethiopia,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET010606,Tigray,South Eastern,Samre,SOS Children’s Village,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010105,Tigray,North Western,Asgede,Alliance for Medical Action,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010104,Tigray,North Western,Tahtay Koraro,Alliance for Medical Action,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET060302,Benishangul-Gumuz,Assosa,Kurmuk,Premiere Urgence Internationale,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010110,Tigray,North Western,Seyemti Adyabo,Medical Teams International,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030802,Amhara,Wag Hamra,Sekota,Cooperative for Assistance and Relief Everywhere,CAPACITY,Capacity Building,Fully funded
ET030802,Amhara,Wag Hamra,Sekota,Cooperative for Assistance and Relief Everywhere,COMMUNITY,Community led originated nutrition response,Fully funded
ET030802,Amhara,Wag Hamra,Sekota,Cooperative for Assistance and Relief Everywhere,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET030802,Amhara,Wag Hamra,Sekota,Cooperative for Assistance and Relief Everywhere,ISC,ISC package of key interventions,Fully funded
ET030802,Amhara,Wag Hamra,Sekota,Cooperative for Assistance and Relief Everywhere,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET030808,Amhara,Wag Hamra,Tsagbeji,Cooperative for Assistance and Relief Everywhere,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET041008,Oromia,East Hararge,Kersa (East Hararge),World vision international,CAPACITY,Capacity Building,Fully funded
ET041010,Oromia,East Hararge,Goro Gutu,World vision international,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET041010,Oromia,East Hararge,Goro Gutu,World vision international,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
